FPR,TPR,Thresholds
0.0,0.0,1.9998124
0.0,0.00022406453058480843,0.9998124
0.0,0.022182388527896033,0.99960726
0.0,0.02263051758906565,0.9996055
0.0,0.022854582119650458,0.99960536
0.0,0.023302711180820074,0.99960524
0.0,0.02554335648666816,0.99959284
0.0,0.025991485547837777,0.999592
0.0,0.02688774367017701,0.9995913
0.0,0.027335872731346626,0.99959093
0.0,0.03002464709836433,0.99957854
0.0,0.030472776159533945,0.99957806
0.0,0.03271342146538203,0.9995689
0.0,0.03316155052655165,0.99956733
0.0,0.033385615057136456,0.999567
0.0,0.03383374411830607,0.99956626
0.0,0.0345059377100605,0.99956495
0.0,0.03562626036298454,0.999564
0.0,0.03652251848532377,0.9995634
0.0,0.03697064754649339,0.9995604
0.0,0.03764284113824781,0.9995559
0.0,0.04369258346403764,0.999529
0.0,0.04414071252520726,0.9995283
0.0,0.0477257450145642,0.9995085
0.0,0.049070132198073046,0.99950814
0.0,0.0533273582791844,0.9994885
0.0,0.054223616401523636,0.99948835
0.0,0.05691239076854134,0.9994773
0.0,0.05736051982971096,0.9994772
0.0,0.05803271342146538,0.9994752
0.0,0.058480842482635,0.9994748
0.0,0.060497423257898274,0.9994659
0.0,0.06094555231906789,0.99946433
0.0,0.06408245574725521,0.9994524
0.0,0.06453058480842483,0.99945074
0.0,0.06497871386959445,0.99944955
0.0,0.06542684293076406,0.9994492
0.0,0.06587497199193368,0.99944824
0.0,0.0663231010531033,0.9994461
0.0,0.0665471655836881,0.999446
0.0,0.06699529464485772,0.99944514
0.0,0.06968406901187542,0.9994369
0.0,0.07013219807304504,0.99943644
0.0,0.0797669728881918,0.9994036
0.0,0.08021510194936142,0.9994029
0.0,0.08155948913287027,0.9993986
0.0,0.08200761819403989,0.9993969
0.0,0.0824557472552095,0.9993963
0.0,0.08290387631637912,0.99939585
0.0,0.08536858615281201,0.9993844
0.0,0.08581671521398163,0.99938357
0.0,0.09589961909029801,0.9993475
0.0,0.09634774815146763,0.9993462
0.0,0.09746807080439167,0.999342
0.0,0.09791619986556128,0.9993419
0.0,0.10060497423257898,0.9993319
0.0,0.1010531032937486,0.9993316
0.0,0.10150123235491822,0.99933064
0.0,0.10217342594667264,0.9993304
0.0,0.10396594219135111,0.99932563
0.0,0.10441407125252072,0.99932516
0.0,0.10463813578310553,0.9993249
0.0,0.10508626484427515,0.9993248
0.0,0.10755097468070804,0.9993154
0.0,0.10799910374187766,0.999315
0.0,0.11001568451714093,0.9993094
0.0,0.11068787810889537,0.9993069
0.0,0.11808200761819404,0.9992842
0.0,0.11853013667936366,0.9992824
0.0,0.11920233027111808,0.9992818
0.0,0.12077078198521174,0.9992737
0.0,0.12121891104638136,0.9992729
0.0,0.12211516916872059,0.99927086
0.0,0.1225632982298902,0.99927
0.0,0.12547613712749273,0.9992582
0.0,0.12592426618866234,0.9992568
0.0,0.12861304055568004,0.9992472
0.0,0.12906116961684966,0.99924695
0.0,0.1353349764732243,0.9992124
0.0,0.13600717006497873,0.99921215
0.0,0.13959220255433566,0.9992003
0.0,0.14004033161550528,0.99919945
0.0,0.1411606542684293,0.9991937
0.0,0.14183284786018374,0.999193
0.0,0.14429755769661662,0.9991825
0.0,0.14474568675778623,0.9991824
0.0,0.1463141384718799,0.99917597
0.0,0.14721039659421914,0.9991742
0.0,0.15998207483755322,0.9991258
0.0,0.16043020389872284,0.99912506
0.0,0.16267084920457092,0.999116
0.0,0.16334304279632533,0.9991159
0.0,0.16827246246919111,0.99909556
0.0,0.16872059153036073,0.99909484
0.0,0.1749943983867354,0.999059
0.0,0.175442527447905,0.9990571
0.0,0.17701097916199865,0.99905103
0.0,0.17745910822316827,0.99904996
0.0,0.18216446336544925,0.99903023
0.0,0.18261259242661887,0.99902976
0.0,0.1861976249159758,0.99900824
0.0,0.18709388303831503,0.9990044
0.0,0.1909029800582568,0.9989899
0.0,0.1913511091194264,0.99898964
0.0,0.19269549630293525,0.99898106
0.0,0.19314362536410487,0.99898046
0.0,0.1940398834864441,0.998978
0.0,0.19448801254761372,0.9989755
0.0,0.19538427066995295,0.99897027
0.0,0.19583239973112257,0.99896944
