FPR,TPR,Thresholds
0.0,0.0,1.9998311
0.0,0.00022406453058480843,0.9998311
0.0,0.0006721935917544253,0.9998272
0.0,0.0013443871835088505,0.9998043
0.0,0.002240645305848084,0.9997776
0.0,0.0029128388976025093,0.9997774
0.0,0.0033609679587721262,0.9997727
0.0,0.004033161550526552,0.9997708
0.0,0.00717006497871387,0.9997261
0.0,0.00851445216222272,0.9997249
0.0,0.009410710284561953,0.9997023
0.0,0.009858839345731571,0.99970067
0.0,0.012547613712749272,0.99968016
0.0,0.012995742773918888,0.9996755
0.0,0.017477033385615057,0.9996474
0.0,0.017925162446784673,0.99964714
0.0,0.019717678691463143,0.9996263
0.0,0.02016580775263276,0.99962425
0.0,0.02151019493614161,0.9996119
0.0,0.021958323997311225,0.9996118
0.0,0.023078646650235266,0.99959916
0.0,0.023526775711404886,0.9995977
0.0,0.03383374411830607,0.9995448
0.0,0.03428187317947569,0.99954337
0.0,0.03517813130181492,0.99954045
0.0,0.03629845395473896,0.99954
0.0,0.037194712077078196,0.9995389
0.0,0.042124131749943984,0.99950886
0.0,0.04279632534169841,0.9995072
0.0,0.04414071252520726,0.9995034
0.0,0.044588841586376875,0.99950266
0.0,0.05086264844275151,0.99946934
0.0,0.05131077750392113,0.99946755
0.0,0.055119874523862876,0.9994499
0.0,0.05556800358503249,0.9994492
0.0,0.057808648890880575,0.9994413
0.0,0.05870490701321981,0.99943966
0.0,0.06139368138023751,0.9994311
0.0,0.06184181044140712,0.99943084
0.0,0.06206587497199193,0.99942905
0.0,0.06251400403316155,0.9994287
0.0,0.06497871386959445,0.99941766
0.0,0.06542684293076406,0.9994166
0.0,0.06946000448129061,0.99940145
0.0,0.06990813354246023,0.999401
0.0,0.07237284337889312,0.9993892
0.0,0.07282097244006273,0.9993887
0.0,0.08111136007170065,0.9993635
0.0,0.08155948913287027,0.99936014
0.0,0.08895361864216894,0.9993325
0.0,0.08940174770333856,0.999332
0.0,0.08984987676450817,0.999331
0.0,0.09029800582567779,0.9993305
0.0,0.09343490925386512,0.9993191
0.0,0.09388303831503474,0.99931884
0.0,0.09657181268205244,0.9993068
0.0,0.09701994174322205,0.99930644
0.0,0.0983643289267309,0.999303
0.0,0.09881245798790052,0.9993024
0.0,0.10262155500784226,0.99928445
0.0,0.10306968406901187,0.9992842
0.0,0.10575845843602957,0.99927264
0.0,0.106430652027784,0.99927205
0.0,0.11068787810889537,0.9992563
0.0,0.1115841362312346,0.99925596
0.0,0.11203226529240422,0.99925333
0.0,0.11248039435357383,0.9992524
0.0,0.11830607214877885,0.9992361
0.0,0.11897826574053327,0.99923587
0.0,0.12368362088281425,0.9992167
0.0,0.12413174994398386,0.99921584
0.0,0.13130181492269774,0.99919015
0.0,0.13174994398386736,0.9991885
0.0,0.13466278288146985,0.9991841
0.0,0.13511091194263947,0.9991836
0.0,0.13735155724848758,0.99917334
0.0,0.1377996863096572,0.99917233
0.0,0.1407125252072597,0.99916077
0.0,0.1411606542684293,0.99916005
0.0,0.14496975128837106,0.9991486
0.0,0.14541788034954067,0.99914634
0.0,0.14788259018597355,0.9991326
0.0,0.14833071924714317,0.99913186
0.0,0.15236388079766972,0.9991178
0.0,0.15281200985883936,0.99911755
0.0,0.15303607438942415,0.99911636
0.0,0.1539323325117634,0.999116
0.0,0.1597580103069684,0.999089
0.0,0.16020613936813802,0.9990889
0.0,0.16065426842930763,0.99908495
0.0,0.16110239749047725,0.99908245
0.0,0.1617745910822317,0.99907935
0.0,0.1622227201434013,0.9990792
0.0,0.1624467846739861,0.9990777
0.0,0.16289491373515572,0.9990772
0.0,0.1676002688774367,0.9990564
0.0,0.16804839793860632,0.99905604
0.0,0.16894465606094555,0.999054
0.0,0.16984091418328479,0.99905294
0.0,0.1729778176114721,0.9990414
0.0,0.17342594667264172,0.99903995
0.0,0.17454626932556577,0.9990331
0.0,0.1749943983867354,0.9990325
0.0,0.17745910822316827,0.9990237
0.0,0.17790723728433788,0.99902356
0.0,0.1781313018149227,0.9990219
0.0,0.17857943087609232,0.99902034
0.0,0.18149226977369481,0.9990088
0.0,0.18194039883486443,0.99900764
0.0,0.18462917320188213,0.9989981
0.0,0.18507730226305175,0.99899596
0.0,0.18731794756889986,0.99898297
0.0,0.18776607663006947,0.99898106
0.0,0.19538427066995295,0.9989479
0.0,0.19583239973112257,0.99894744
0.0,0.19650459332287698,0.9989453
0.0,0.19874523862872506,0.99893814
0.0,0.19919336768989468,0.9989378
0.0,0.20098588393457315,0.9989299
0.0,0.20143401299574276,0.99892956
0.0,0.2041227873627605,0.99891996
0.0,0.2045709164239301,0.9989197
0.0,0.20815594891328704,0.99890053
0.0,0.20860407797445665,0.99889994
0.0,0.21129285234147435,0.9988833
0.0,0.21174098140264397,0.99888295
0.0,0.21667040107550975,0.99885166
0.0,0.21711853013667937,0.99885154
0.0,0.21846291732018822,0.9988417
0.0,0.21913511091194263,0.9988412
0.0,0.22989020838001345,0.9987821
0.0,0.23033833744118307,0.998781
0.0,0.23280304727761594,0.99876356
0.0,0.2341474344611248,0.9987619
0.0,0.2345955635222944,0.9987614
0.0,0.23862872507282099,0.9987435
0.0,0.2390768541339906,0.9987431
0.0,0.2417656285010083,0.9987306
0.0,0.24221375756217792,0.99873
0.0,0.24288595115393233,0.99872905
0.0,0.24333408021510194,0.9987251
0.0,0.24423033833744118,0.99871945
0.0,0.2446784673986108,0.99871695
0.0,0.2498319516020614,0.9986946
0.0,0.250280080663231,0.9986926
0.0,0.25207259690790945,0.9986797
0.0,0.2525207259690791,0.9986759
0.0,0.25341698409141833,0.9986749
0.0,0.2740309209052207,0.9985663
0.0,0.27447904996639033,0.998566
0.0,0.2749271790275599,0.99856323
0.0,0.27537530808872956,0.9985575
0.0,0.28254537306744343,0.9985195
0.0,0.282993502128613,0.99851876
0.0,0.29128388976025094,0.99846834
0.0,0.2917320188214206,0.9984653
0.0,0.2919560833520054,0.9984642
0.0,0.292404212413175,0.9984634
0.0,0.297109567555456,0.99843544
0.0,0.29755769661662557,0.99843496
0.0,0.29935021286130403,0.9984242
0.0,0.2997983419224737,0.9984225
0.0,0.3011427291059825,0.9984126
0.00039032006245121,0.3011427291059825,0.9984119
0.00039032006245121,0.3013667936365673,0.9984091
0.00039032006245121,0.30181492269773696,0.9984084
0.00039032006245121,0.30203898722832173,0.9984079
0.00039032006245121,0.3024871162894914,0.99840385
0.00039032006245121,0.30495182612592425,0.99839157
0.00039032006245121,0.3053999551870939,0.99839103
0.00039032006245121,0.3078646650235268,0.99837637
0.00039032006245121,0.3083127940846964,0.9983688
0.00039032006245121,0.3114496975128837,0.9983523
0.00039032006245121,0.31189782657405335,0.99835
0.00039032006245121,0.3168272462469191,0.9983088
0.00039032006245121,0.31727537530808875,0.99830854
0.00039032006245121,0.31861976249159757,0.9982926
0.00039032006245121,0.3190678915527672,0.99829215
0.00039032006245121,0.32332511763387856,0.9982475
0.00039032006245121,0.3237732466950482,0.9982449
0.00039032006245121,0.33004705355142283,0.9981818
0.00039032006245121,0.3304951826125924,0.99818134
0.00039032006245121,0.33094331167376206,0.9981792
0.00039032006245121,0.33139144073493165,0.9981754
0.00039032006245121,0.335648666816043,0.99813557
0.00039032006245121,0.33609679587721264,0.99813545
0.00039032006245121,0.3378893121218911,0.99812585
0.00039032006245121,0.3383374411830607,0.9981249
0.00039032006245121,0.340354021958324,0.99811125
0.00039032006245121,0.3408021510194936,0.9981109
0.00039032006245121,0.3434909253865113,0.99810153
0.00039032006245121,0.3439390544476809,0.99809927
0.00039032006245121,0.3484203450593771,0.9980556
0.00039032006245121,0.3488684741205467,0.99805415
0.00039032006245121,0.34909253865113155,0.9980533
0.00039032006245121,0.34954066771230113,0.9980531
0.00039032006245121,0.35088505489581,0.99804026
0.00039032006245121,0.3513331839569796,0.9980387
0.00039032006245121,0.35245350660990366,0.99803585
0.00039032006245121,0.35290163567107324,0.9980356
0.00039032006245121,0.35850324893569346,0.9979977
0.00039032006245121,0.3589513779968631,0.99799585
0.00039032006245121,0.36455299126148333,0.99793965
0.00039032006245121,0.3650011203226529,0.9979359
0.00039032006245121,0.3674658301590858,0.99790263
0.00039032006245121,0.36791395922025544,0.9979025
0.00039032006245121,0.36925834640376426,0.99789196
0.00039032006245121,0.3697064754649339,0.9978915
0.00039032006245121,0.3721711853013668,0.9978656
0.00039032006245121,0.373067443423706,0.9978604
0.00039032006245121,0.37687654044364777,0.997825
0.00039032006245121,0.3773246695048174,0.9978241
0.00039032006245121,0.3827022182388528,0.99778086
0.00039032006245121,0.38359847636119204,0.9977791
0.00039032006245121,0.38942415415639703,0.99770904
0.00039032006245121,0.3898722832175667,0.99770564
0.00039032006245121,0.39166479946224514,0.9976815
0.00078064012490242,0.39166479946224514,0.997681
0.00078064012490242,0.39256105758458437,0.99767345
0.00078064012490242,0.3934573157069236,0.9976683
0.00078064012490242,0.394129509298678,0.99766135
0.00078064012490242,0.39457763835984766,0.9976566
0.00078064012490242,0.39793860631861977,0.9976204
0.00078064012490242,0.398834864440959,0.99761873
0.00078064012490242,0.41339905892897155,0.9974504
0.00078064012490242,0.41384718799014114,0.9974463
0.00078064012490242,0.41922473672417654,0.9973815
0.00078064012490242,0.4196728657853462,0.99737966
0.00078064012490242,0.4223616401523639,0.9973386
0.00078064012490242,0.42280976921353347,0.9973341
0.00078064012490242,0.4237060273358727,0.99732757
0.00078064012490242,0.42415415639704235,0.997326
0.00078064012490242,0.4306520277840018,0.99724054
0.00078064012490242,0.4311001568451714,0.99723804
